ID,BotStrategyN,Role,player.tom_role,Choice,BotChoice,Payoff,BotPayoff,BotParameters,Trial,BotStrategy
Stockholm,2,1,0,1,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.6467049270027229, 'p_op_var0': 0.3553850806946734}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.320321602663046, 'p_op_var0': -0.6094449107699457}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.18171526]), 'param_mean': array([[-2.88381056,  0.51138739, -0.00729798]]), 'param_var': array([[ 3.32203303, -0.81000373, -2.13270465]]), 'gradient': array([[0.01651121, 0.17440856, 1.        ]])}}}, 'own_states': {'p_k': array([0.31846974, 0.68153026]), 'p_op_mean': array([0.31025966, 0.01655019]), 'param_mean': array([[-0.4291336 ,  0.12420202, -0.14359338],        [-0.01702221, -0.3896768 , -0.24457106]]), 'param_var': array([[ 1.53610809, -0.44654251, -1.21359576],        [ 1.64770247, -0.98166386, -1.77537994]]), 'gradient': array([[ 8.13550260e-02, -4.53830352e-01,  9.99999998e-01],        [ 2.24570258e-04, -2.61108190e-01,  9.99999998e-01]]), 'p_self': 0.5687445914179566}}",32,2
Vienna,2,1,0,0,0,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 1.135225179027889, 'p_op_var0': 0.36606785852193924}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.05499408117044295, 'p_op_var0': -0.031569331089961364}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.16870414]), 'param_mean': array([[-1.71112743,  0.89608251, -0.18802806]]), 'param_var': array([[ 3.35348791, -0.74179723, -2.13790413]]), 'gradient': array([[-0.0264716 , -0.01932296,  1.        ]])}}}, 'own_states': {'p_k': array([0.34334715, 0.65665285]), 'p_op_mean': array([-0.25698187,  0.5408552 ]), 'param_mean': array([[-0.41409678,  0.37439626,  0.33514812],        [ 0.02247179,  0.08797126,  0.39040145]]), 'param_var': array([[ 1.57246236, -0.42243676, -1.36163022],        [ 1.64774144, -0.34530255, -1.70818255]]), 'gradient': array([[-2.88505894e-02,  5.92100386e-01,  9.99999998e-01],        [ 8.80447615e-05, -1.50446229e-01,  9.99999998e-01]]), 'p_self': 0.6664315948820854}}",32,2
Budapest,-1,1,0,1,0,1,-1,Random Bias 0.6 Head,32,-1
London,2,1,0,1,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.17119950158608768, 'p_op_var0': 0.34963151039528506}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.17010876524112908, 'p_op_var0': -0.45585627670709755}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.01479202]), 'param_mean': array([[-2.59435979,  0.45362811,  0.08253455]]), 'param_var': array([[ 3.32543077, -0.51366413, -2.14379027]]), 'gradient': array([[0.02064798, 0.09732171, 1.        ]])}}}, 'own_states': {'p_k': array([0.15162238, 0.84837762]), 'p_op_mean': array([ 0.17915912, -0.0041023 ]), 'param_mean': array([[-0.41976598,  0.54909718,  0.09885356],        [ 0.00712054, -0.24145491, -0.02249297]]), 'param_var': array([[ 1.624634  , -0.17715191, -1.0675624 ],        [ 1.64774532, -0.42950935, -1.90109333]]), 'gradient': array([[ 1.00538407e-01, -8.03015366e-02,  9.99999998e-01],        [-9.66582586e-05, -1.83897490e-02,  9.99999998e-01]]), 'p_self': 0.5149092752983218}}",32,2
Berlin,2,1,0,1,0,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.3453931161991613, 'p_op_var0': 0.4308711071593351}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.43926980041708064, 'p_op_var0': 0.17130394649342434}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.27382254]), 'param_mean': array([[-0.47278299,  0.90595632,  0.1268716 ]]), 'param_var': array([[ 3.17538923, -0.52186567, -2.13270936]]), 'gradient': array([[ 0.0508362 , -0.14694359,  1.        ]])}}}, 'own_states': {'p_k': array([0.03594405, 0.96405595]), 'p_op_mean': array([-0.05922817, -0.20883136]), 'param_mean': array([[-0.63582696,  0.26787157,  0.15139279],        [ 0.00776946, -0.53580199,  0.24098806]]), 'param_var': array([[ 1.60096318, -0.50244067, -1.12126934],        [ 1.64767602, -0.5597154 , -1.85910175]]), 'gradient': array([[ 0.17420844,  0.21061043,  1.        ],        [-0.00139302,  0.44979693,  1.        ]]), 'p_self': 0.3714654817206253}}",32,2
Oxford,0,1,0,0,1,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.5930412161452736, 'p_op_var0': -0.3822569107302119, 'p_self': 0.8039766658905614}}",33,0
Hamburg,1,0,1,0,0,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 1.3757951033277092, 'p_op_var0': -0.04606178254140398}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.21119075]), 'param_mean': array([[-1.51402689,  0.77205686, -0.28076282]]), 'param_var': array([[ 1.62475402, -0.76900728, -2.1680421 ]]), 'gradient': array([[ 0.00244175, -0.49192898,  1.        ]]), 'p_self': 0.3658379423644359}}",33,1
Paris,1,1,0,0,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.21614696922216903, 'p_op_var0': -0.03504439301039208}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.40735431]), 'param_mean': array([[-1.47936988,  0.79072869,  0.49155332]]), 'param_var': array([[ 1.63249648, -0.74409129, -2.16047704]]), 'gradient': array([[0.04200518, 0.0841948 , 1.        ]]), 'p_self': 0.7443329517358336}}",33,1
Florence,0,1,0,0,1,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.07357173311211482, 'p_op_var0': -0.38515219118936844, 'p_self': 0.5446742096611369}}",33,0
Milan,2,0,1,0,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.3133356451052285, 'p_op_var0': 0.7271811543730611}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.17411280180365127, 'p_op_var0': -0.4161580770028308}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.11071744]), 'param_mean': array([[-1.91790106,  0.62367482, -0.02699855]]), 'param_var': array([[ 3.34092297, -0.89265558, -2.16179964]]), 'gradient': array([[-0.02565789,  0.0837147 ,  1.        ]])}}}, 'own_states': {'p_k': array([0.02839024, 0.97160976]), 'p_op_mean': array([ 0.29517151, -0.39636601]), 'param_mean': array([[-0.40963818,  0.50511143,  0.15270115],        [ 0.00543592, -0.59466795, -0.20064763]]), 'param_var': array([[ 1.66257252, -0.14112414, -0.76757308],        [ 1.67322596, -0.84476914, -2.00252382]]), 'gradient': array([[-1.82362695e-01, -1.42463230e-01,  9.99999998e-01],        [-5.48296688e-04,  1.95708589e-01,  9.99999998e-01]]), 'p_self': 0.7284134301924462}}",33,2
Dublin,1,0,1,1,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.5548438229402115, 'p_op_var0': 0.27941717159311247}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.08491721]), 'param_mean': array([[-0.72876009,  0.28690622, -0.42186364]]), 'param_var': array([[ 1.56577569, -0.86910451, -2.13327566]]), 'gradient': array([[ 0.06023679, -0.33692958,  1.        ]]), 'p_self': 0.5556287149965682}}",33,1
Cannes,1,1,0,0,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.09747927635315164, 'p_op_var0': 0.09857013500407294}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.79164008]), 'param_mean': array([[-1.00254411,  0.21110656,  0.72490716]]), 'param_var': array([[ 1.59564823, -0.83639323, -2.14170133]]), 'gradient': array([[-0.10720735, -0.06672958,  1.        ]]), 'p_self': 0.8797429246513528}}",33,1
Madrid,2,0,1,1,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.24611359745689834, 'p_op_var0': 0.39290252632011097}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.6895133173416973, 'p_op_var0': 0.13491419966701865}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.2098618]), 'param_mean': array([[-1.31323557,  0.93190199,  0.43216912]]), 'param_var': array([[ 3.19648224, -0.98962604, -2.15839272]]), 'gradient': array([[0.05431825, 0.2222962 , 1.        ]])}}}, 'own_states': {'p_k': array([0.72339736, 0.27660264]), 'p_op_mean': array([-0.13546431, -0.24651976]), 'param_mean': array([[-0.90197602,  0.08569706, -0.3173019 ],        [ 0.00788561,  0.01076868, -0.44615685]]), 'param_var': array([[ 1.59179176, -0.62108989, -1.36761111],        [ 1.67347253, -0.31287834, -1.69027809]]), 'gradient': array([[ 8.97180322e-02, -1.81828503e-01,  9.99999998e-01],        [-7.40208950e-05, -1.99627109e-01,  9.99999998e-01]]), 'p_self': 0.6058738150482609}}",33,2
Oslo,1,0,1,0,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.5590950155171919, 'p_op_var0': 0.39100302113265917}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.09091169]), 'param_mean': array([[-0.39339722,  0.63988961,  0.1433084 ]]), 'param_var': array([[ 1.42235473, -1.30991458, -2.10079377]]), 'gradient': array([[-0.05613841,  0.23420838,  1.        ]]), 'p_self': 0.5598475264123728}}",33,1
Istanbul,1,0,1,0,0,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.7006548889928051, 'p_op_var0': 0.757239461588799}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.41428594]), 'param_mean': array([[-0.03061175,  0.60807152, -0.69472057]]), 'param_var': array([[ 1.30984489, -1.49760422, -2.11494465]]), 'gradient': array([[ 0.06431492, -0.2804206 ,  1.        ]]), 'p_self': 0.7468028287355969}}",33,1
Brussels,-1,0,1,0,1,-1,1,Random Bias 0.6 Head,33,-1
Amsterdam,2,1,0,0,0,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.7048660701834075, 'p_op_var0': 0.6226413709917022}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.19382408601541665, 'p_op_var0': -0.5337989085084818}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.14188823]), 'param_mean': array([[-2.61836007,  1.23931281, -0.19275937]]), 'param_var': array([[ 3.45602716, -0.33079152, -2.16062429]]), 'gradient': array([[ 0.00694623, -0.05086798,  1.        ]])}}}, 'own_states': {'p_k': array([0.44051378, 0.55948622]), 'p_op_mean': array([-6.45245113e-01,  5.05532960e-04]), 'param_mean': array([[ 0.40778503,  0.13000101, -0.17795804],        [-0.00058368, -0.1580382 , -0.1619751 ]]), 'param_var': array([[ 1.52708014, -0.63119397, -1.4227404 ],        [ 1.67348389, -0.40213173, -1.71779414]]), 'gradient': array([[-1.53644331e-01,  4.67263710e-01,  9.99999998e-01],        [ 3.88663625e-05, -1.62472505e-01,  9.99999998e-01]]), 'p_self': 0.33319973242349676}}",33,2
Edinburgh,-1,1,0,1,1,-1,1,Random Bias 0.6 Head,33,-1
Prague,2,0,1,1,0,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 1.7722375462755335, 'p_op_var0': 0.7770146577495518}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.0016073417287328232, 'p_op_var0': -0.7438723037735686}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.26587816]), 'param_mean': array([[-2.83591928,  0.1057385 ,  0.26721441]]), 'param_var': array([[ 3.34981769, -1.00009387, -2.16592511]]), 'gradient': array([[-0.0215496 ,  0.00133619,  1.        ]])}}}, 'own_states': {'p_k': array([0.26491037, 0.73508963]), 'p_op_mean': array([ 0.27223653, -0.10206952]), 'param_mean': array([[ 4.01478153e-01,  2.74676549e-01, -6.10315572e-01],        [-1.99681058e-04, -6.21444895e-01, -5.83311144e-01]]), 'param_var': array([[ 1.59533893, -0.51713515, -1.31243255],        [ 1.67348367, -0.43966086, -1.75008937]]), 'gradient': array([[ 7.64800583e-03, -8.82507970e-01,  9.99999998e-01],        [-2.59361035e-04, -4.81217559e-01,  9.99999998e-01]]), 'p_self': 0.5048451028191127}}",33,2
Lisbon,-1,0,1,0,0,1,-1,Random Bias 0.6 Head,33,-1
Barcelona,-2,1,0,1,0,1,-1,WSLS,33,-2
Copenhagen,-2,0,1,0,0,1,-1,WSLS,33,-2
Stockholm,2,1,0,1,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.2933394955471563, 'p_op_var0': 0.3593585893505418}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.009982972107925784, 'p_op_var0': -0.6243335615089497}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.05022966]), 'param_mean': array([[-2.62590527,  0.55355431,  0.05548455]]), 'param_var': array([[ 3.35496401, -0.81335328, -2.16166699]]), 'gradient': array([[0.01673229, 0.00525462, 1.        ]])}}}, 'own_states': {'p_k': array([0.34917767, 0.65082233]), 'p_op_mean': array([-0.31931141, -0.26623883]), 'param_mean': array([[-0.37182152,  0.08178388, -0.10078578],        [-0.0166359 , -0.42111892, -0.19136301]]), 'param_var': array([[ 1.56212472, -0.45771128, -1.23860365],        [ 1.6734198 , -0.98581131, -1.80257045]]), 'gradient': array([[-1.44869368e-01,  2.18514696e-01,  9.99999998e-01],        [-2.14637998e-04,  7.48720851e-02,  9.99999998e-01]]), 'p_self': 0.3240255773683733}}",33,2
Vienna,2,1,0,1,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.0193731601205759, 'p_op_var0': 0.42240627941709996}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.42753309454064925, 'p_op_var0': -0.0626898992260182}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.38901591]), 'param_mean': array([[-1.35385654,  0.90029645, -0.24048286]]), 'param_var': array([[ 3.38347459, -0.74184137, -2.16675072]]), 'gradient': array([[-0.02344192,  0.14852562,  1.        ]])}}}, 'own_states': {'p_k': array([0.43799297, 0.56200703]), 'p_op_mean': array([0.29902423, 0.6582248 ]), 'param_mean': array([[-0.38680938,  0.30205698,  0.28751748],        [ 0.02230509,  0.12572641,  0.32753099]]), 'param_var': array([[ 1.59971774, -0.44688601, -1.38885614],        [ 1.67345781, -0.34739496, -1.73159   ]]), 'gradient': array([[ 1.57454130e-01, -1.15061728e-02,  9.99999998e-01],        [ 1.86967319e-04, -3.30677278e-01,  9.99999998e-01]]), 'p_self': 0.7797138723504978}}",33,2
Budapest,-1,1,0,1,0,1,-1,Random Bias 0.6 Head,33,-1
London,2,1,0,1,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.5784277730040913, 'p_op_var0': 0.3230274616201262}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.1669126962013071, 'p_op_var0': -0.4759030965600964}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.23281144]), 'param_mean': array([[-2.29556134,  0.4829157 ,  0.13989223]]), 'param_var': array([[ 3.35793021, -0.51507975, -2.17267004]]), 'gradient': array([[ 0.02069244, -0.09291457,  1.        ]])}}}, 'own_states': {'p_k': array([0.16345834, 0.83654166]), 'p_op_mean': array([-0.14525833, -0.25160246]), 'param_mean': array([[-0.38084943,  0.54409193,  0.1240933 ],        [ 0.00690459, -0.24647105,  0.03822971]]), 'param_var': array([[ 1.64881034, -0.17737086, -1.0814051 ],        [ 1.67346159, -0.42955538, -1.9318609 ]]), 'gradient': array([[-6.26642004e-02,  2.69338157e-01,  9.99999998e-01],        [-2.31647923e-04,  2.89817681e-01,  9.99999998e-01]]), 'p_self': 0.3520628354778635}}",33,2
Berlin,2,1,0,0,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.46328313273385086, 'p_op_var0': 0.32293250691404196}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.8709682783086263, 'p_op_var0': 0.09668246510806053}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.3327978]), 'param_mean': array([[-1.18175091,  0.95533234,  0.06145336]]), 'param_var': array([[ 3.20078066, -0.52500474, -2.16137496]]), 'gradient': array([[ 0.01329906, -0.27133088,  1.        ]])}}}, 'own_states': {'p_k': array([0.03886447, 0.96113553]), 'p_op_mean': array([ 0.44339857, -0.15912989]), 'param_mean': array([[-0.61810151,  0.27042047,  0.157892  ],        [ 0.00382996, -0.40309243,  0.32070451]]), 'param_var': array([[ 1.62639529, -0.50270117, -1.12442772],        [ 1.6733916 , -0.58682049, -1.89546646]]), 'gradient': array([[ 7.59489720e-02, -2.85492297e-01,  9.99999998e-01],        [ 5.17049856e-04,  4.79810411e-01,  9.99999998e-01]]), 'p_self': 0.41278736892006684}}",33,2
Oxford,0,1,0,1,0,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.1495499859313722, 'p_op_var0': -0.37311795689924, 'p_self': 0.5898550872499656}}",34,0
Hamburg,1,0,1,1,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.5878704360818687, 'p_op_var0': -0.013100554321335988}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.14011412]), 'param_mean': array([[-1.52106015,  0.8946485 , -0.34224242]]), 'param_var': array([[ 1.65105292, -0.79635888, -2.1959333 ]]), 'gradient': array([[-0.04465451, -0.20211819,  1.        ]]), 'p_self': 0.5917097029581866}}",34,1
Paris,1,1,0,0,0,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.6197890830315683, 'p_op_var0': -0.10017737630535561}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.18001272]), 'param_mean': array([[-1.61154195,  0.76672605,  0.42420156]]), 'param_var': array([[ 1.65638208, -0.74489906, -2.18775592]]), 'gradient': array([[-0.01636115,  0.24417663,  1.        ]]), 'p_self': 0.6168183920221337}}",34,1
Florence,0,1,0,1,0,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': -0.2777255747503875, 'p_op_var0': -0.3890846199725428, 'p_self': 0.3377368274443852}}",34,0
Milan,2,0,1,1,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 1.007000812729957, 'p_op_var0': 0.49627162938512803}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.17283782963780397, 'p_op_var0': -0.44869736925914977}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.11391948]), 'param_mean': array([[-2.31203268,  0.64175333,  0.0320493 ]]), 'param_var': array([[ 3.37115375, -0.89337071, -2.19008717]]), 'gradient': array([[ 0.01715166, -0.08186609,  1.        ]])}}}, 'own_states': {'p_k': array([0.02080222, 0.97919778]), 'p_op_mean': array([ 0.60416246, -0.04357478]), 'param_mean': array([[-0.39788776,  0.50658658,  0.1471793 ],        [ 0.0066159 , -0.62765542, -0.25217337]]), 'param_var': array([[ 1.68700022, -0.14121382, -0.76993225],        [ 1.69830291, -0.84863606, -2.03381101]]), 'gradient': array([[ 3.04268715e-02, -4.56960317e-01,  9.99999998e-01],        [-4.25238916e-04, -2.08588162e-01,  9.99999998e-01]]), 'p_self': 0.5207250039017298}}",34,2
Dublin,1,0,1,1,0,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 1.0333947866993969, 'p_op_var0': 0.2715742805199855}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.28684701]), 'param_mean': array([[-0.57492128,  0.21413136, -0.36189873]]), 'param_var': array([[ 1.58921174, -0.88091373, -2.16240606]]), 'gradient': array([[ 0.03625597, -0.6487133 ,  1.        ]]), 'p_self': 0.32372789079501973}}",34,1
Cannes,1,1,0,0,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.5113469974149393, 'p_op_var0': 0.14937253370535375}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.31036081]), 'param_mean': array([[-0.63333357,  0.23099505,  0.64606388]]), 'param_var': array([[ 1.61030216, -0.83680714, -2.16659323]]), 'gradient': array([[-0.07837651,  0.33568629,  1.        ]]), 'p_self': 0.6920170833810968}}",34,1
Madrid,2,0,1,1,0,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.8272324610756264, 'p_op_var0': 0.2809564792053067}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 1.0907029255926346, 'p_op_var0': 0.18287006169031328}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.15863263]), 'param_mean': array([[-0.70548211,  0.96873078,  0.48245013]]), 'param_var': array([[ 3.21848231, -0.99415771, -2.18655445]]), 'gradient': array([[-0.0135625 ,  0.32380131,  1.        ]])}}}, 'own_states': {'p_k': array([0.73555198, 0.26444802]), 'p_op_mean': array([ 0.40346864, -0.2633573 ]), 'param_mean': array([[-0.72546407,  0.0474569 , -0.22174399],        [ 0.00782555, -0.01086176, -0.41909943]]), 'param_var': array([[ 1.611558  , -0.62433662, -1.41318158],        [ 1.69854376, -0.31477437, -1.70221866]]), 'gradient': array([[ 5.20372886e-02, -6.25181367e-01,  9.99999998e-01],        [-3.24553142e-04, -1.55734341e-01,  9.99999998e-01]]), 'p_self': 0.36445756785914774}}",34,2
Oslo,1,0,1,0,0,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.3781124059215742, 'p_op_var0': 0.38732387452198197}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.25146252]), 'param_mean': array([[-0.27904399,  0.60983624,  0.08663779]]), 'param_var': array([[ 1.45110775, -1.31360061, -2.13086379]]), 'gradient': array([[ 0.08346811, -0.16481648,  1.        ]]), 'p_self': 0.34032389137552793}}",34,1
Istanbul,1,0,1,0,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.5063875538536776, 'p_op_var0': 0.591141903042513}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.94803926]), 'param_mean': array([[-0.12852831,  0.6329223 , -0.74137304]]), 'param_var': array([[ 1.34191658, -1.50180899, -2.14343688]]), 'gradient': array([[-0.07711456,  0.20665589,  1.        ]]), 'p_self': 0.9126119061772074}}",34,1
Brussels,-1,0,1,0,0,1,-1,Random Bias 0.6 Head,34,-1
Amsterdam,2,1,0,0,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.6290965760088673, 'p_op_var0': 0.689727998051522}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.1139675674982712, 'p_op_var0': -0.5774083963842984}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.27438054]), 'param_mean': array([[-2.72381418,  1.25628157, -0.24481223]]), 'param_var': array([[ 3.48668268, -0.33125377, -2.18888978]]), 'gradient': array([[-0.00669346,  0.02956645,  1.        ]])}}}, 'own_states': {'p_k': array([0.5034991, 0.4965009]), 'p_op_mean': array([0.21294841, 0.09918377]), 'param_mean': array([[ 0.53236471,  0.08750198, -0.21860341],        [-0.00063643, -0.13111137, -0.20556674]]), 'param_var': array([[ 1.54341236, -0.64430534, -1.44976309],        [ 1.69855484, -0.40432101, -1.73982537]]), 'gradient': array([[ 2.11868945e-01, -4.31530246e-01,  9.99999998e-01],        [-2.54810534e-05, -3.04735271e-01,  9.99999998e-01]]), 'p_self': 0.5972753706822127}}",34,2
Edinburgh,-1,1,0,0,1,1,-1,Random Bias 0.6 Head,34,-1
Prague,2,0,1,1,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.38534664771287497, 'p_op_var0': 0.9259521358758278}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.24673164453364657, 'p_op_var0': -0.7120386623130569}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.00027884]), 'param_mean': array([[-2.47729974,  0.10546026,  0.20409424]]), 'param_var': array([[ 3.3809234 , -1.00009404, -2.19369625]]), 'gradient': array([[-0.0244504 ,  0.20380521,  1.        ]])}}}, 'own_states': {'p_k': array([0.30234127, 0.69765873]), 'p_op_mean': array([-0.8008604 , -0.52091212]), 'param_mean': array([[ 4.06542085e-01,  2.08186179e-01, -5.75819443e-01],        [-7.19424998e-04, -7.32230517e-01, -5.21477526e-01]]), 'param_var': array([[ 1.62239829, -0.55101076, -1.33220826],        [ 1.69855456, -0.46528312, -1.77986875]]), 'gradient': array([[-3.33972359e-01,  2.25029703e-01,  9.99999997e-01],        [-6.00371075e-04, -5.65379300e-04,  9.99999998e-01]]), 'p_self': 0.8164012029820782}}",34,2
Lisbon,-1,0,1,1,0,-1,1,Random Bias 0.6 Head,34,-1
Barcelona,-2,1,0,0,1,1,-1,WSLS,34,-2
Copenhagen,-2,0,1,1,1,1,-1,WSLS,34,-2
Stockholm,2,1,0,1,0,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.8731136785738056, 'p_op_var0': 0.3054180038845724}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.26266252195330464, 'p_op_var0': -0.6114147303249123}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.24733738]), 'param_mean': array([[-2.38475974,  0.55468992,  0.11003641]]), 'param_var': array([[ 3.38663763, -0.81335634, -2.19002615]]), 'gradient': array([[ 0.01649606, -0.1372941 ,  1.        ]])}}}, 'own_states': {'p_k': array([0.3422437, 0.6577563]), 'p_op_mean': array([-0.66029465, -0.49442342]), 'param_mean': array([[-0.51144877,  0.10912003, -0.04470175],        [-0.01707279, -0.41071847, -0.13155655]]), 'param_var': array([[ 1.58155883, -0.46022829, -1.26248926],        [ 1.69849229, -0.98614919, -1.82885885]]), 'gradient': array([[-5.57715744e-02,  6.15562115e-01,  9.99999998e-01],        [-1.66456436e-04,  3.62848725e-01,  9.99999998e-01]]), 'p_self': 0.2006195241318854}}",34,2
