ID,BotStrategyN,Role,player.tom_role,Choice,BotChoice,Payoff,BotPayoff,BotParameters,Trial,BotStrategy
Budapest,2,1,0,0,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -1.3982303914889758, 'p_op_var0': 0.19827851317251985}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.3245431945820829, 'p_op_var0': -0.29990551746048344}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.39692847]), 'param_mean': array([[-1.7509826 ,  0.43196494, -0.21100362]]), 'param_var': array([[ 3.17746998, -0.85463501, -1.96343226]]), 'gradient': array([[0.05207877, 0.18591555, 1.        ]])}}}, 'own_states': {'p_k': array([0.31036856, 0.68963144]), 'p_op_mean': array([ 0.30670011, -0.1464799 ]), 'param_mean': array([[-0.87634058,  0.30682868, -0.46542966],        [ 0.00107235,  0.02705268, -0.5139008 ]]), 'param_var': array([[ 1.3855611 , -0.75752825, -1.41897245],        [ 1.50822301, -0.28625438, -1.37997752]]), 'gradient': array([[ 8.39167268e-03, -7.72091162e-01,  9.99999998e-01],        [-3.95017672e-04, -3.67402525e-01,  9.99999998e-01]]), 'p_self': 0.4944053354563393}}",27,2
London,-1,0,1,0,1,-1,1,Random Bias 0.6 Head,27,-1
Berlin,0,0,1,1,0,-1,1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.4068335946749416, 'p_op_var0': -0.3826628903903675, 'p_self': 0.2728761917065401}}",27,0
Oxford,-1,0,1,0,0,1,-1,Random Bias 0.6 Head,28,-1
Hamburg,-2,0,1,1,1,1,-1,WSLS,28,-2
Paris,2,0,1,1,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.28470387367869116, 'p_op_var0': 0.32321665533002436}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -1.1549992885950557, 'p_op_var0': 1.210134357997657}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.65529922]), 'param_mean': array([[1.14007835, 0.49649541, 0.20460458]]), 'param_var': array([[ 2.98883375, -0.79338254, -1.99202227]]), 'gradient': array([[ 0.25109787, -0.45067211,  1.        ]])}}}, 'own_states': {'p_k': array([0.10298225, 0.89701775]), 'p_op_mean': array([-0.31650544,  0.51111168]), 'param_mean': array([[-4.17043422e-01,  3.59227377e-01, -4.78226417e-01],        [ 4.47478408e-04, -4.59297572e-01, -3.07655776e-01]]), 'param_var': array([[ 1.49887342, -0.47163068, -1.10467792],        [ 1.53763378, -0.74264157, -1.69227631]]), 'gradient': array([[ 0.1068323 , -0.16171289,  1.        ],        [-0.01520108, -0.81872652,  1.        ]]), 'p_self': 0.2604493985957307}}",28,2
Florence,-2,0,1,0,0,1,-1,WSLS,28,-2
Milan,-1,1,0,1,0,1,-1,Random Bias 0.6 Head,28,-1
Dublin,-1,1,0,1,1,-1,1,Random Bias 0.6 Head,28,-1
Cannes,2,1,0,0,0,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.796874474625174, 'p_op_var0': 0.27477847333863503}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 1.1218416996658425, 'p_op_var0': -0.6865446561553176}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.70952122]), 'param_mean': array([[-2.96650606,  0.30896696,  0.0124799 ]]), 'param_var': array([[ 3.16500544, -1.16235338, -1.97383299]]), 'gradient': array([[ 0.00220508, -0.69700647,  1.        ]])}}}, 'own_states': {'p_k': array([0.87798916, 0.12201084]), 'p_op_mean': array([-0.07439516, -1.11770059]), 'param_mean': array([[-0.74874317,  0.00793749,  0.55439251],        [-0.00908469, -0.40304371, -0.14426858]]), 'param_var': array([[ 1.45084833, -0.26737858, -0.87335647],        [ 1.53697054, -1.20957085, -1.7377668 ]]), 'gradient': array([[-5.55499256e-02,  6.28756230e-01,  9.99999998e-01],        [-2.32950770e-06,  9.73383338e-01,  9.99999997e-01]]), 'p_self': 0.38376871848754057}}",28,2
Madrid,0,0,1,0,1,-1,1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.25674437717801796, 'p_op_var0': -0.3406343335209979, 'p_self': 0.3497806443807489}}",28,0
Oslo,2,0,1,1,0,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 1.8630456115690666, 'p_op_var0': 0.6019958083999124}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.04912464506011715, 'p_op_var0': -0.33223783538917123}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.60859136]), 'param_mean': array([[-1.91630352,  0.5188492 ,  0.63465386]]), 'param_var': array([[ 3.20801265, -0.40924432, -1.99010089]]), 'gradient': array([[-0.03126778,  0.02606119,  1.        ]])}}}, 'own_states': {'p_k': array([0.11762023, 0.88237977]), 'p_op_mean': array([0.46601443, 0.25830309]), 'param_mean': array([[-0.184726  ,  0.29339729, -0.45739113],        [ 0.01109172, -0.34179138, -0.55096033]]), 'param_var': array([[ 1.4959706 , -0.41610006, -1.01164142],        [ 1.53770782, -0.93347563, -1.77039897]]), 'gradient': array([[-4.16205027e-03, -9.23359385e-01,  9.99999998e-01],        [-3.95067321e-04, -8.09222955e-01,  9.99999998e-01]]), 'p_self': 0.3315274070321615}}",28,2
Istanbul,-2,0,1,0,0,1,-1,WSLS,28,-2
Brussels,1,1,0,1,0,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.7523546208342277, 'p_op_var0': 0.16302814346695996}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.2178799]), 'param_mean': array([[-1.04678717,  0.73121407,  0.07593942]]), 'param_var': array([[ 1.47253174, -0.63620171, -2.00893192]]), 'gradient': array([[-0.02245645,  0.29380463,  1.        ]]), 'p_self': 0.36085893906782657}}",28,1
Amsterdam,0,0,1,1,1,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': -0.39987735722917794, 'p_op_var0': -0.35768903522968537, 'p_self': 0.7233888556225121}}",28,0
Edinburgh,1,1,0,1,0,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.9514071321466386, 'p_op_var0': 0.15361963373194534}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.44411751]), 'param_mean': array([[-1.20645905,  0.99258569,  0.72526206]]), 'param_var': array([[ 1.51267805, -0.65140584, -1.97646744]]), 'gradient': array([[-0.01067019,  0.28113049,  1.        ]]), 'p_self': 0.7599020610978433}}",28,1
Prague,-2,1,0,0,1,1,-1,WSLS,28,-2
Lisbon,0,1,0,0,1,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': -0.10760726569263741, 'p_op_var0': -0.35765702792178145, 'p_self': 0.4350585381020502}}",28,0
Barcelona,1,1,0,0,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.46915342668944837, 'p_op_var0': 0.4739184765073472}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.1556519]), 'param_mean': array([[ 0.1252057, -0.3444802,  0.3653328]]), 'param_var': array([[ 1.31824023, -1.06995934, -1.97827091]]), 'gradient': array([[-0.28084459,  0.52095865,  1.        ]]), 'p_self': 0.40436763394119146}}",28,1
Copenhagen,-1,0,1,1,0,-1,1,Random Bias 0.6 Head,28,-1
Stockholm,-1,0,1,0,0,1,-1,Random Bias 0.6 Head,28,-1
Vienna,-1,0,1,1,0,-1,1,Random Bias 0.6 Head,28,-1
Budapest,2,1,0,1,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.3582540086272316, 'p_op_var0': 0.2599657197012823}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.6922532516337965, 'p_op_var0': -0.1319331016013448}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.49266746]), 'param_mean': array([[-0.98532871,  0.47909352, -0.12980618]]), 'param_var': array([[ 3.20222192, -0.85816397, -1.99662248]]), 'gradient': array([[-0.03703991,  0.36284314,  1.        ]])}}}, 'own_states': {'p_k': array([0.2670275, 0.7329725]), 'p_op_mean': array([-0.29750338, -0.18268512]), 'param_mean': array([[-0.88167493,  0.36151427, -0.50207236],        [ 0.00169684,  0.11908869, -0.59561514]]), 'param_var': array([[ 1.41884017, -0.77558925, -1.43462795],        [ 1.53773323, -0.30456419, -1.42481194]]), 'gradient': array([[-1.24270986e-01, -2.04558745e-01,  9.99999998e-01],        [ 6.86681765e-04, -4.12909365e-01,  9.99999998e-01]]), 'p_self': 0.36716616316872674}}",28,2
London,-1,0,1,1,0,-1,1,Random Bias 0.6 Head,28,-1
Berlin,0,0,1,0,0,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.679953042692667, 'p_op_var0': -0.38073398756866866, 'p_self': 0.16708210114333016}}",28,0
Oxford,-1,0,1,0,0,1,-1,Random Bias 0.6 Head,29,-1
Hamburg,-2,0,1,0,0,1,-1,WSLS,29,-2
Paris,2,0,1,1,0,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.8712943217940602, 'p_op_var0': 0.312168715740754}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 1.9422225645289393, 'p_op_var0': 1.404386125571764}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.46696968]), 'param_mean': array([[2.52046884, 0.42823291, 0.24984378]]), 'param_var': array([[ 2.77781905, -0.81383934, -2.0222512 ]]), 'gradient': array([[-0.14817348,  0.71677762,  1.        ]])}}}, 'own_states': {'p_k': array([0.0708839, 0.9291161]), 'p_op_mean': array([ 0.01522847, -0.98395601]), 'param_mean': array([[-0.39685859,  0.35509095, -0.4647183 ],        [-0.02490552, -0.58620144, -0.24599519]]), 'param_var': array([[ 1.52774749, -0.47191269, -1.11038824],        [ 1.56606005, -0.80979063, -1.73158071]]), 'gradient': array([[ 0.04888714, -0.47992278,  1.        ],        [-0.01120254,  0.73792392,  1.        ]]), 'p_self': 0.8969438711156368}}",29,2
Florence,-2,0,1,1,1,1,-1,WSLS,29,-2
Milan,-1,1,0,1,1,-1,1,Random Bias 0.6 Head,29,-1
Dublin,-1,1,0,0,0,-1,1,Random Bias 0.6 Head,29,-1
Cannes,2,1,0,0,0,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.11226583048925909, 'p_op_var0': 0.27681485896155456}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.7435027835515549, 'p_op_var0': -0.6900397736341465}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.34204917]), 'param_mean': array([[-3.00298317,  0.45033652, -0.07786597]]), 'param_var': array([[ 3.20595978, -1.19538043, -2.0040731 ]]), 'gradient': array([[-0.01853601, -0.41989415,  1.        ]])}}}, 'own_states': {'p_k': array([0.83863119, 0.16136881]), 'p_op_mean': array([ 0.50939087, -0.6470446 ]), 'param_mean': array([[-0.65029838, -0.17477596,  0.39937018],        [-0.00908424, -0.41449457, -0.15122749]]), 'param_var': array([[ 1.4792344 , -0.32880387, -0.95716541],        [ 1.56565649, -1.21800558, -1.74302457]]), 'gradient': array([[ 1.77656976e-01, -1.10015190e-01,  9.99999998e-01],        [-1.22026078e-05,  4.95792317e-01,  9.99999998e-01]]), 'p_self': 0.6859966780056}}",29,2
Madrid,0,0,1,1,1,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': -0.13836295907062668, 'p_op_var0': -0.35560564333499617, 'p_self': 0.5831383481673913}}",29,0
Oslo,2,0,1,0,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.10630828504881822, 'p_op_var0': 0.7077311230538023}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.4281527250174415, 'p_op_var0': -0.2521338581612864}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.32368761]), 'param_mean': array([[-1.39804817,  0.50764097,  0.54881369]]), 'param_var': array([[ 3.24233191, -0.40934725, -2.02081622]]), 'gradient': array([[-0.03522053,  0.22511482,  1.        ]])}}}, 'own_states': {'p_k': array([0.12726436, 0.87273564]), 'p_op_mean': array([-0.37771592,  0.00117708]), 'param_mean': array([[-0.18566522,  0.26401013, -0.43974241],        [ 0.01037212, -0.45646419, -0.4884874 ]]), 'param_var': array([[ 1.52583696, -0.43291339, -1.02254473],        [ 1.56637277, -0.98725328, -1.80628361]]), 'gradient': array([[-0.2477113 , -0.06202339,  1.        ],        [-0.00126601, -0.48963999,  1.        ]]), 'p_self': 0.5284512471338162}}",29,2
Istanbul,-2,0,1,1,1,1,-1,WSLS,29,-2
Brussels,1,1,0,1,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.019685240537788144, 'p_op_var0': 0.12739710164789952}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.15522829]), 'param_mean': array([[-1.10271077,  0.81644455,  0.14789817]]), 'param_var': array([[ 1.5025382 , -0.64742641, -2.04153281]]), 'gradient': array([[ 0.04742704, -0.00732976,  1.        ]]), 'p_self': 0.6013094282416882}}",29,1
Amsterdam,0,0,1,1,0,-1,1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.01631753302269704, 'p_op_var0': -0.36353716957164994, 'p_self': 0.49008434792189765}}",29,0
Edinburgh,1,1,0,0,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.1373132452163558, 'p_op_var0': 0.1208845989643567}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.7371727]), 'param_mean': array([[-1.2259456 ,  1.049298  ,  0.77767603]]), 'param_var': array([[ 1.54193244, -0.66116677, -2.00892108]]), 'gradient': array([[0.03816047, 0.0405012 , 1.        ]]), 'p_self': 0.866978424754557}}",29,1
Prague,-2,1,0,1,0,1,-1,WSLS,29,-2
Lisbon,0,1,0,1,0,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': -0.4344887477767815, 'p_op_var0': -0.3697600802011727, 'p_self': 0.2604179607739519}}",29,0
Barcelona,1,1,0,0,0,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 1.1955546260034418, 'p_op_var0': 0.635335531880452}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-1.01520266]), 'param_mean': array([[ 0.5913376 , -0.42502736,  0.30366914]]), 'param_var': array([[ 1.28066571, -1.09282932, -2.01206197]]), 'gradient': array([[-0.13632481,  1.31880585,  1.        ]]), 'p_self': 0.09228757156392718}}",29,1
Copenhagen,-1,0,1,0,0,1,-1,Random Bias 0.6 Head,29,-1
Stockholm,-1,0,1,1,0,-1,1,Random Bias 0.6 Head,29,-1
Vienna,-1,0,1,0,1,-1,1,Random Bias 0.6 Head,29,-1
Budapest,2,1,0,0,0,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.3447405014389035, 'p_op_var0': 0.17757215470660642}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.1097882388621031, 'p_op_var0': -0.13472298592005086}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.10205526]), 'param_mean': array([[-1.56887282,  0.57333879, -0.04812589]]), 'param_var': array([[ 3.2339757 , -0.87121827, -2.02809097]]), 'gradient': array([[0.04519892, 0.05392668, 1.        ]])}}}, 'own_states': {'p_k': array([0.25446518, 0.74553482]), 'p_op_mean': array([-0.67000659, -0.40300625]), 'param_mean': array([[-0.95879994,  0.34777775, -0.46779781],        [ 0.00303446, -0.00194467, -0.50194155]]), 'param_var': array([[ 1.44697278, -0.77678746, -1.44934239],        [ 1.5663972 , -0.32753785, -1.46831508]]), 'gradient': array([[-6.10933075e-02,  2.02198680e-01,  9.99999998e-01],        [ 9.92965102e-04, -9.89303591e-02,  9.99999998e-01]]), 'p_self': 0.2310705911165954}}",29,2
London,-1,0,1,1,1,1,-1,Random Bias 0.6 Head,29,-1
Berlin,0,0,1,0,1,-1,1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.22051404245807568, 'p_op_var0': -0.3678665738199415, 'p_self': 0.36945010407929835}}",29,0
Oxford,-1,0,1,1,1,1,-1,Random Bias 0.6 Head,30,-1
Hamburg,-2,0,1,1,1,1,-1,WSLS,30,-2
Paris,2,0,1,0,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.14145648730750934, 'p_op_var0': 0.3622064763648095}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 2.8462947781314543, 'p_op_var0': 1.975369623097274}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.72983212]), 'param_mean': array([[3.41350117, 0.31209731, 0.20039235]]), 'param_var': array([[ 2.74988457, -0.86636171, -2.05311887]]), 'gradient': array([[0.00523315, 0.93017796, 1.        ]])}}}, 'own_states': {'p_k': array([0.12393145, 0.87606855]), 'p_op_mean': array([-0.52658294, -1.08959103]), 'param_mean': array([[-0.38260453,  0.3367625 , -0.44466496],        [-0.06007067, -0.38527173, -0.13648579]]), 'param_var': array([[ 1.55634429, -0.47635414, -1.12054263],        [ 1.59382772, -0.85097271, -1.76183203]]), 'gradient': array([[-1.33395009e-01,  8.19138783e-02,  9.99999998e-01],        [ 2.60128841e-04,  9.53057580e-01,  9.99999997e-01]]), 'p_self': 0.913097102485597}}",30,2
Florence,-2,0,1,0,0,1,-1,WSLS,30,-2
Milan,-1,1,0,0,1,1,-1,Random Bias 0.6 Head,30,-1
Dublin,-1,1,0,0,0,-1,1,Random Bias 0.6 Head,30,-1
Cannes,2,1,0,1,0,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.6709855833605155, 'p_op_var0': 0.16874745562026255}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.40151456352195597, 'p_op_var0': -0.6840189345555862}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.06216055]), 'param_mean': array([[-2.72537032,  0.52367416, -0.15417569]]), 'param_var': array([[ 3.24318893, -1.20825204, -2.0362785 ]]), 'gradient': array([[-0.02019406, -0.21632542,  1.        ]])}}}, 'own_states': {'p_k': array([0.75645807, 0.24354193]), 'p_op_mean': array([ 0.85767926, -0.25839942]), 'param_mean': array([[-1.02077493, -0.13741522,  0.22949626],        [-0.00907922, -0.42672081, -0.16573379]]), 'param_var': array([[ 1.48458563, -0.33034778, -1.02304868],        [ 1.59354245, -1.22199207, -1.75259131]]), 'gradient': array([[ 6.16352489e-02, -6.28151595e-01,  9.99999997e-01],        [ 3.31026969e-04,  9.26609929e-02,  9.99999998e-01]]), 'p_self': 0.7935061145655423}}",30,2
Madrid,0,0,1,1,1,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.23159399139616535, 'p_op_var0': -0.3680117956754901, 'p_self': 0.36325636121061294}}",30,0
Oslo,2,0,1,1,0,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.9062354403382701, 'p_op_var0': 0.5244787309244511}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.03836452850932588, 'p_op_var0': -0.2606480240410567}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.62191062]), 'param_mean': array([[-1.78828171,  0.5698854 ,  0.60271391]]), 'param_var': array([[ 3.27314718, -0.41751065, -2.05258982]]), 'gradient': array([[ 0.03342576, -0.01919575,  1.        ]])}}}, 'own_states': {'p_k': array([0.14581324, 0.85418676]), 'p_op_mean': array([0.06451158, 0.30221587]), 'param_mean': array([[-0.11682612,  0.26639549, -0.46080446],        [ 0.01303642, -0.37995915, -0.5563056 ]]), 'param_var': array([[ 1.54467047, -0.43300117, -1.03512005],        [ 1.59423736, -1.00614963, -1.84076031]]), 'gradient': array([[ 5.91182338e-02, -5.25289774e-01,  9.99999998e-01],        [-6.84003943e-04, -8.58478547e-01,  9.99999998e-01]]), 'p_self': 0.3379901504764189}}",30,2
Istanbul,-2,0,1,0,0,1,-1,WSLS,30,-2
Brussels,1,1,0,0,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.531984160267578, 'p_op_var0': 0.08854667642753607}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.00966846]), 'param_mean': array([[-1.0017176 ,  0.81467497,  0.20591302]]), 'param_var': array([[ 1.52963057, -0.64743339, -2.07328595]]), 'gradient': array([[-0.03019113,  0.19623475,  1.        ]]), 'p_self': 0.5063993291645327}}",30,1
Amsterdam,0,0,1,0,0,1,-1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': 0.35738917464983944, 'p_op_var0': -0.37432349945511467, 'p_self': 0.29683498505902894}}",30,0
Edinburgh,1,1,0,1,1,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': 0.6177360311618161, 'p_op_var0': 0.031070063684327874}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.50641173]), 'param_mean': array([[-1.34987879,  1.03515845,  0.68953905]]), 'param_var': array([[ 1.56894671, -0.66135212, -2.0378589 ]]), 'gradient': array([[-0.0156022 ,  0.18311785,  1.        ]]), 'p_self': 0.7882758281765577}}",30,1
Prague,-2,1,0,0,1,1,-1,WSLS,30,-2
Lisbon,0,1,0,1,1,-1,1,"{'opponent_states': {}, 'own_states': {'p_op_mean0': -0.015579988050363513, 'p_op_var0': -0.3707850859091156, 'p_self': 0.49052555746978294}}",30,0
Barcelona,1,1,0,0,1,1,-1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.5843223531884469, 'p_op_var0': 0.840857470856154}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([0.99120922]), 'param_mean': array([[ 0.72492596, -0.53060447,  0.26901124]]), 'param_var': array([[ 1.30412116, -1.20064192, -2.03783134]]), 'gradient': array([[ 0.6048305 , -0.72216187,  1.        ]]), 'p_self': 0.8843144774643574}}",30,1
Copenhagen,-1,0,1,0,1,-1,1,Random Bias 0.6 Head,30,-1
Stockholm,-1,0,1,1,1,1,-1,Random Bias 0.6 Head,30,-1
Vienna,-1,0,1,0,1,-1,1,Random Bias 0.6 Head,30,-1
Budapest,2,1,0,0,0,-1,1,"{'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.3259505916380933, 'p_op_var0': 0.13611307997965952}}, 1: {'opponent_states': {0: {'opponent_states': {}, 'own_states': {'p_op_mean0': -0.4859968318887518, 'p_op_var0': -0.2280642920855831}}}, 'own_states': {'p_k': array([1.]), 'p_op_mean': array([-0.3490125]), 'param_mean': array([[-2.12719049,  0.56263469, -0.10858117]]), 'param_var': array([[ 3.25933118, -0.87152165, -2.06037529]]), 'gradient': array([[-0.01486865,  0.24041931,  1.        ]])}}}, 'own_states': {'p_k': array([0.27204842, 0.72795158]), 'p_op_mean': array([-0.29496373, -0.23647012]), 'param_mean': array([[-0.93415174,  0.33922461, -0.48910821],        [ 0.00160847,  0.01882117, -0.56650414]]), 'param_var': array([[ 1.4773216 , -0.77793215, -1.46353963],        [ 1.59426195, -0.32877002, -1.50778325]]), 'gradient': array([[ 6.55013596e-02, -1.94134778e-01,  9.99999998e-01],        [-2.84623250e-04, -3.30017516e-01,  9.99999998e-01]]), 'p_self': 0.34306942215513664}}",30,2
